"MasterUID
ROP3_AGWM CountryCode_PEID",CrossReference,AGWM CountryCode,WAGF Region,WAGF BLOCK,WAGF MEMBER,WAGF_UID,AGWM Country Name,AGWM Area,AGWM Region,IMB UID,FID,PEID,PGID,Status,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDe, Pop ,PopCls,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,ROL,Lang,LangFamily,ROR,Rlgn,RORdesc,Rlgn_AGWM Region,AGWM Religion Breakdown,ROR3,RlgnBs,ROR4,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,Location
,,,,,,,,,,,,,,,"Shui, Yunnan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109308,Sininkere,307585,Sivandi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105860,Lopawa,302616,Gazi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Qanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111692,Bondo Poroja,306578,Zoroastrian Dari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khlor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118841,"Sayyid, Odia",300928,Bashkardi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Asilulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111328,Andamanese,307609,Soi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114241,Namuyi,300926,Bashgali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105912,Luhu,302159,Dombi Dasa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Palula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111134,Zaghawa,301352,Bonan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Thammadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114614,Kango (Likango),303359,Jeng,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gurukkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100482,Arbore,302233,Dura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gandharv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112666,Kharadi,305893,Narin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wunai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113302,Panditattan,306549,Paradhi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nyong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113470,Thakuria,303924,Khalipha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dampelasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118775,"Khatik, Bengali",301258,Bisati,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pataxo-Hahahai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113791,Tirmali,300816,"Bandoumu, Minduumo",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mogum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113813,Tulabhina,305707,Munji (Afghanistan),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Buduma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112105,Ghusuria,302750,Gollango,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kango (Dikango),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111958,Didayi,302325,Eneti Dora,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sanchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118744,"Gosain, Rajasthani",302666,Ghantarghada,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Turi Barot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111957,Dhiar,305012,Malai Pandaram,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kamalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115670,Pattanavan,302600,Gatti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nyenpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114222,"Monba, Medog",305930,Nayak,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Amazigh, Gourara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107528,Nyaheun,300702,Baheng,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kereyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109856,Tareng,301669,Changpao,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pattegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115224,"Phula, Phuka",309358,Subei (Sudan),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Santia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111142,Zan Gula,304763,Logorif,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Vettalaikaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111453,"Banka, Bankagooma",304947,Mahuria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Swangla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107176,Ndunga,304442,Kusuwan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Jew, Kurdistani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105243,Koroshi,304131,Kolari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ainu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102900,Eliri,304531,Laha (Viet Nam),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119442,Kudur,301792,Churaute,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mbukushu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119453,Abu-Junuk,301628,Chadian,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koro Zuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105796,Liri,301585,Chaptegar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ibuoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113597,Sahisia,303960,Khati,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Erenga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117784,Chheepi,308171,Tingal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khandwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113614,Singiwala,302455,Fungor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nalkadaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112616,Koliyan,303465,Kadiro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pamula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117129,"Panka, Oriya",309359,Hawazama,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mandula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118846,Senapathi,300985,Bavuri,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Accukattavandlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117782,Chatarkheya,307235,Sansoi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Malaikudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114157,Laowu,302104,Dihina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Moghal (Telugu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100665,Aynu,301661,Chamma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mansi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114025,Chesu,301929,Dammali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lakha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114146,Labapo,308421,Uchoi (Usoi),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114371,"Yugur, Saragh",307790,Siyalgir / Siyalgar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kaba Kurumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119483,Brunei Dusan,308231,Tolakari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Badyara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103725,Harso,303977,Khisa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Barein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112751,Ladia,308336,Tukulor (Pulaar),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Kuwaiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118637,Bayita Kammara,308656,Wadshili,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112493,Khadura,307315,Sawknah,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ndemli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117821,Nasuvan,309353,Bindili,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kaliko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118832,"Sayyid, Chhattisgarhi",308906,Yakha (Yakkha),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Raval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112009,Eravallan,302919,Habura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Maghia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114301,"Samadu, Western",304905,Madiga Dasu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Balahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111309,Alavan,309036,Yoron,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Silavantulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118945,Kommu Dasari,304722,Limba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dianbao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112990,Mirzakhani,304292,Kriyagar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Lhoba, Yidu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104325,Jumam,301664,Champa / Changpa (ST),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Deng, Darang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106911,Yidgha,306753,Pocammalollu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tai Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105305,Kresh,300560,Attagara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Manguangan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110603,Wada,309081,Zamral,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Turk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113235,Nandiwale,302949,Haleer / Halleer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Babalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117843,Uppillian,306528,Pannadi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sininkere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119502,Akha Jipea,302953,Haluadas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102515,Dendje,301973,Dasnami Bawa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112466,Kavoj,302044,Dhaki,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sayyid (Oriya),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101989,Chamalin,304200,Kootan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Andamanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102987,"Jew, Ethiopian",306871,Qixingmin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Namuyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112562,Kakkalan,303224,Ir,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Luhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109303,Singmoon,301393,Botlikh,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Zaghawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101955,Chachilla,302728,Godda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kango (Likango),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118745,"Jogi, Angika",302149,Dolgan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118923,"Gosain, Pahari",300529,Asheninca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Eribori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111592,Bharewa,308335,Tukano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kathar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113983,Aling,301182,Bhutta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pandithar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102411,Damel,304273,Kraal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Thakurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111420,Baira,300134,Ahmadi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khatik (Bengali),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113099,"Pasi, Muslim",305671,Mujavir,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kasikapadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114830,Alu,302456,Fur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tula Vina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117835,Sunga,308677,Wainadan Pulayan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ghusuria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111978,Domal,308191,Tiyaa / Tuyaa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Didayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113284,Paharia,300319,Angarok,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gosain (Rajasthani),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114915,Angku,306736,Pisaroti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dhyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110670,Wanetsi,307232,Sanqiao,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pattanavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118689,"Sutar, Mistry",304548,Lakhera,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Monba, Medog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103023,"Saami, Finnish",306791,Popei,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nyahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104479,Kalkoti,308170,Tindin (Tindi),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Laoseng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116475,"Kahar, Gujarati",306345,"Opuua, Shita (Opo)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Phula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108746,Sau,308529,Vahivanca Barot,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106706,Moghol,303203,Indo-French,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Samogho, Banka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113313,Panniandi,308674,Wainadan Cetti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ndunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111434,Bakuda,304702,Liang'e,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koroshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119320,"Chadwa, Muslim",308403,Tuvinian,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Eliri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115846,Katso,309362,Kauyaru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kudur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100268,Ambelau,306401,Padannan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abu-Junuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114841,Pana,304460,Kvanadin (Bagvalal),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Liri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109342,Sivandi,300172,Akhvakh,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sahisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103265,Gazi,306569,Pariki Muggula,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chheepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114944,Zoroastrian Dari,305046,Mali/Malis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Singiwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101099,Bashkardi,305929,Nayadi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koliyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109375,Soi,308602,Vettakkaran / Vettaikkaran,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Panka (Oriya),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101097,Bashgali-Kati,304542,Lajjhar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Senapathi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111900,Dombidasari,306848,Pusha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chatarkheya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114015,"Bonan, Tongren",303722,Karatin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Laowu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104229,Jeng,300753,Balaesan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chesu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112001,Dura,308298,Tseku,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Labapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107098,Narin,304377,Kumzari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Yugur, Saragh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117824,Paradhi,305775,Nador,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dusun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118768,Khalifa,301598,Charwaha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Guinea-Bissauan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111631,Bisati,308738,Warnang,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Harso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100972,"Bandoumu, Minduumo",303681,Kapadi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Djiboutian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106912,Munji,304430,Kurunga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ladia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103427,Gollango,307719,Sudir / Sudra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bayita Kammara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117787,Eneti Dora,304401,Kupto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khadura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117792,Ghantarghada,300987,"Baya, Gbaya",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nasuvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113097,Malai Pandaram,307094,Sabar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sayyid (Chhattisgarhi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112060,Gatti,304179,Kongu Vellalar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Erawallan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118696,"Ansari-Momin, Kannada",301990,De'ang,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Samadu, Western",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118970,Nayak Muslim,305175,Mappilla,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf of Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100766,"Baheng, Liping",302940,Halalkhor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Alavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114023,Changpao,306760,Poduval,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kommu Dasari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119444,Subei,305408,Mer (India),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mirshikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105816,Logorif,305816,Najjar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jumam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112806,Mahuria,301861,Chungar / Changgar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Yidgha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118659,Kusuvan,307143,Sakunapaksollu / Sakunapakshollu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112852,Maniyani,305645,Mozhihei,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Banda-Mbres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105568,Laha,307099,Sach (Chut),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nandiwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111819,Churaute,302001,Dek,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Uppillian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101959,"Chadian, French-Speaking",301928,Damla,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Akha Jipea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111818,Chaptegar,307362,Semman,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dendje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118774,"Khati, Odia",301920,Damami,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kawoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110069,Tingal,300810,Bandi (Goanese),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chamalal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083,Fungor,307269,Sarania,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kakkalan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115823,Kadiro,305219,Markande,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Singmoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116442,"Dhobi, Dogri",300605,Awu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chachis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119445,Hawazama,307261,Sapuan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jogi (Angika),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111482,Bavuri,305386,Memba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gosain (Kangri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113514,Sansoi,302912,Gyalsumdo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bharewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102608,Dihina,300788,Bavcha (Bamcha),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Aling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101553,"Daju, Bokoruge",301935,Danau,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Gabonese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117857,Chamma,301331,Bolgo Dugag,,,,,,,,,,,,,,,,,,,,
