OBJECTID,ROP25,KinshipGroup,Description,ROP2,Status,AddDate,EditDate
4991,304709,Ligbi,a people of Ghana,C0134,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4992,304760,Logba,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4993,304782,Lolobi,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4994,305076,Mamprusi,a people of Ghana,C0087,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4995,305927,Nawuri,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4996,305937,Nchumbulu,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4997,305938,Nchumburu,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4998,305939,Nchumunu,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
4999,306125,Nkami,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5000,306134,Nkonya,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5001,306177,Ntrubo,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5002,306230,Nyangbo,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5003,306397,Paasaal,a people of Ghana,C0087,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5004,306667,Pepesa-Jwira,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5005,306812,Prang,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5006,307107,Safaliba,a people of Ghana,C0087,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5007,307241,Santrokofi,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5008,307332,Sefwi,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5009,307346,Sekpele,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5010,307577,Sisala,a people of Ghana,C0087,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5011,307814,Tafi,a people of Ghana,C0085,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5012,307918,Tamprusi,a people of Ghana,C0087,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5013,308686,Wala,a people of Ghana,C0087,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5014,300198,Alak,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5015,301701,Chepya,a people of Laos,C0229,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5016,301828,Con,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5017,303107,Hung,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5018,303224,Ir,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5019,303632,Kanay,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5020,303673,Kantu,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5021,303779,Kasseng,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5022,303784,Katang,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5023,303789,Kate (Mon-Khmer),a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5024,303807,Katong,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5025,303978,Khlor,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5026,304177,Kongsat,a people of Laos,C0116,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5027,304284,Kri,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5028,304327,Kui Lung,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5029,304575,Lamet,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5030,304597,Lanten,a people of Laos,C0232,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5031,304634,Lawi,a people of Laos,C0171,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5032,304997,Mal (Laos),a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5033,305038,Maleng,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5034,305522,Mlabri,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5035,306010,Ngae,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5036,306061,Nguan,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5037,306215,Nyaheun,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5038,306387,Oy,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5039,306787,Pong,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5040,307105,Saek,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5041,307149,Salao,a people of Laos,C0171,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5042,307261,Sapuan,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5043,307677,Sou,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5044,307831,Tahang,a people of Laos,C0171,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5045,307845,Tai He,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5046,307848,Tai Laan,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5047,307850,Tai Long,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5048,307856,Tai Pao,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5049,307857,Tai Peung,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5050,307860,Tai Sam,a people of Laos,C0191,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5051,307874,Taket,a people of Laos,C0171,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5052,307887,Talieng,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5053,307916,Tamoy,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5054,308025,Tay Pong,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5055,308029,Tayten,a people of Laos,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5056,308031,Tchaho,a people of Laos,C0171,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5057,308101,Thae,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5058,308249,Tong,a people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5059,300144,Aimol,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5060,300150,Aiton,a people of India,C0282,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5061,300223,Alu Kurumba,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5062,300545,Asur,a people of India,C0148,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5063,301146,Bhatra,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5064,301166,Bhoti Kinnauri,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5065,301176,Bhujia,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5066,301478,Bunan,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5067,301587,Car Nicobarese,a people of India,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5068,301682,Chaudangsi,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5069,301751,Chitkhuli,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5070,301964,Darlong,a people of India,C0332,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5071,301965,Darmiya,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5072,302053,Dhanka,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5073,302082,Dhuru,a people of India,C0331,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5074,303059,Ho,a people of India,C0148,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5075,303081,Hruso,a people of India,C0229,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5076,303237,Irular,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5077,303328,Jangshung,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5078,303831,Kawar (South Asian),a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5079,303976,Khirwar,a people of India,C0331,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5080,304034,Kinnaora,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5081,304145,Kom,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5082,304239,Kota (India),a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5083,304319,Kudiya,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5084,304415,Kuriciyan,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5085,304521,Ladakh,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5086,305024,Malasar,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5087,305501,Misin,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5088,305664,Mudugar,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5089,305687,Mullu Kurumba,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5090,305746,Muthuvan,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5091,305787,Nagarchal,a people of India,C0331,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5092,306000,Nesang Bhotia,a people of India,C0282,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5093,306084,Nihali,a people of India,C0148,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5094,306187,Nuka-Dora,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5095,306249,Nyishi,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5096,306940,Rangkas,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5097,307040,Rongpo,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5098,307134,Sakachep,a people of India,C0332,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5099,307282,Sartang,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5100,307456,Shendu,a people of India,C0332,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5101,307691,Spiti Bhoti,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5102,307700,Stod Bhoti,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5103,307750,Sungnam,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5104,307884,Talavia,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5105,308100,Thado,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5106,308123,Thebarskad,a people of India,C0216,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5107,308503,Usipi,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5108,309003,Yerukula,a people of India,C0333,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5109,300230,Alviri-Vidari,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5110,300540,Astiani,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5111,300743,Bakhtiari,a people of Iran,C0251,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5112,300928,Bashkardi,a people of Iran,C0031,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5113,302039,Dezfuli,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5114,302405,Fars,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5115,302616,Gazi,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5116,302696,Gilaki,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5117,302993,Harzani,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5118,303740,Karingani,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5119,303923,Khalaj,a people of Iran,C0028,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5120,303999,Khunsari,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5121,304225,Koroshi,a people of Iran,C0031,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5122,304549,Laki,a people of Iran,C0114,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5123,304605,Larestani,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5124,304612,Lasgerdi,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5125,304857,Luri (Iran),a people of Iran,C0251,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5126,305306,Mazanderani,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5127,305912,Natanzi,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5128,305933,Nayini,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5129,306675,Persian Bantu,a people of Iran,C0267,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5130,306864,Qashqai,a people of Iran,C0028,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5131,307053,Rudbari,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5132,307217,Sangisari,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5133,307364,Semnani,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5134,307419,Shahmirzadi,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5135,307609,Soi,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5136,307671,Sorkhei,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5137,307876,Takistani,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5138,307980,Taromi,a people of Iran,C0212,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5139,308527,Vafsi,a people of Iran,C0179,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5140,300760,Balau,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5141,300863,Baokan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5142,300876,Baram Kayan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5143,300951,Bateq,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5144,301190,Biatah,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5145,301244,Bintulu,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5146,301260,Bisingai,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5147,301447,Bukar Sadong,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5148,301755,Chitties,a people of Malaysia,C0171,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5149,301967,Daro-Matu,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5150,302226,Dumpas,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5151,303302,Jah Hut,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5152,303303,Jahai,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5153,303310,Jakun,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5154,303528,Kalabit,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5155,303841,Kayaman,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5156,304020,Kimaragan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5157,304027,Kinabatangan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5158,304045,Kiput,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5159,304240,Kota Marudu,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5160,304532,Lahanan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5161,304584,Lanas Lobu,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5162,304595,Lanoh,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5163,304648,Lelak,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5164,304926,Mah Meri,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5165,305380,Melanau,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5166,305391,Mendriq,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5167,305462,Millikin,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5168,305481,Mintil,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5169,305895,Narom,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5170,306346,Orang,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5171,306651,Peluan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5172,306654,Penan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5173,307090,Saban,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5174,307096,Sabum,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5175,307325,Sebuyau,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5176,307340,Sekapan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5177,307356,Semai,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5178,307359,Semelai,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5179,307363,Semnam,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5180,307493,Sian,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5181,307505,Siduan,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5182,307902,Tambanua,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5183,307917,Tampias Lobu,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5184,307990,Tatana,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5185,308061,Temoq,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5186,308062,Temuan,a people of Malaysia,C0230,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5187,308173,Tioman Malay,a people of Malaysia,C0123,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5188,308210,Tobilang,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5189,308437,Ukit,a people of Malaysia,C0059,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5190,300486,Arem,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5191,300704,Bahnar,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5192,301203,Bih,a people of Vietnam,C0064,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5193,301831,Coong,a people of Vietnam,C0229,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5194,302444,Franco-Annamite,a people of Vietnam,C0228,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5195,303080,Hre,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5196,303338,Jarai,a people of Vietnam,C0064,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5197,303357,Jeh,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5198,303812,Katu,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5199,303813,Katua,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5200,303852,Kayong,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5201,303936,Khang,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5202,303940,Khao,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5203,303994,Khua,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5204,304108,Koho,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5205,304315,Kucong,a people of Vietnam,C0089,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5206,304520,Lachi,a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5207,304872,Maa,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5208,305160,Mantsi,a people of Vietnam,C0229,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5209,305524,Mnong,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5210,305593,Monom,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5211,305767,Na Meo,a people of Vietnam,C0138,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5212,306068,Nguon,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5213,306272,O'Du,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5214,306693,Phuang,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5215,306996,Rengao,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5216,307028,Romam,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5217,307199,San Diu,a people of Vietnam,C0232,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5218,307328,Sedang,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5219,307837,"Tai Daeng, Red Tai",a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5220,307838,Tai Dam,a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5221,307840,Tai Do,a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5222,307842,Tai Don,a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5223,307844,Tai Hang Tong,a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5224,307853,Tai Man Thanh,a people of Vietnam,C0207,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
5225,307877,Takua,a people of Vietnam,C0147,1,2021-07-20T00:00:00+00:00,2021-07-20T00:00:00+00:00
